time_s,TP9,AF7,AF8,TP10,is_gap
0.0,-123.53515625,-348.6328125,-395.5078125,651.3671875,False
0.00390625,-45.04157284218005,-432.34887453589107,-489.3474292090667,-978.930852069582,False
0.0078125,-138.5069659309681,-604.227813731894,-559.159024626421,214.95932959181334,False
0.01171875,-261.0830563332671,-874.1994371829738,-588.0995985130324,-852.4435129942553,False
0.015625,-223.5077131845129,-795.9112697294034,-518.117735167614,-699.920881845129,False
0.01953125,-107.09957714521452,-798.0658905734324,-527.6450984942244,451.4619430693069,False
0.0234375,-59.08644792430632,-756.3393600644787,-499.2052373640142,-963.785538710121,False
0.02734375,-121.52169361707817,-695.2748412004216,-461.8990825337652,377.4490155953982,False
0.03125,-219.2537694524661,-797.1138585212688,-566.2394310177546,-715.1048709471642,False
0.03515625,-219.10282662380823,-952.5858673106894,-730.5237196896773,-680.8706912357902,False
0.0390625,-85.04004485157061,-619.719919989076,-490.41323937771193,376.5905322316354,False
0.04296875,17.379219365965834,-267.0568289145562,-360.9181227414586,-972.8610469739278,False
0.046875,-29.926956718134036,-533.6916395703918,-534.3741017164914,525.645702518367,False
0.05078125,-167.14402560047674,-877.8210015011919,-571.0755700135986,-555.4314708814632,False
0.0546875,-197.12954368353502,-819.1311589926354,-510.5374089926354,-719.4800046410891,False
0.05859375,-55.16673955723277,-488.4190835937022,-416.33238265255454,345.04015705211464,False
0.0625,55.92879437683352,-462.4525684990374,-443.7915227069582,-981.6864987279978,False
0.06640625,8.332951350690628,-897.1684521967823,-585.8419744969289,755.1773867707952,False
0.0703125,-120.60308135848307,-966.7610641272461,-575.6689709769588,-267.81298464047796,False
0.07421875,-116.47671386062217,-908.3301342287007,-551.7654521528542,-649.9780240610867,False
0.078125,-2.6912016630507853,-972.0874588916305,-555.3063337445761,303.80788951254357,False
0.08203125,69.22626670219105,-652.2344373109186,-447.2342904863403,-985.6691154141456,False
0.0859375,44.69516233307358,-524.3280268782087,-441.2315227833547,848.1971135481604,False
0.08984375,-75.53935803865132,-838.5595878345545,-576.886015531549,-129.36661277661483,False
0.09375,-122.90777909128289,-997.8897313752243,-742.4362547659988,-663.3379046426436,False
0.09765625,-17.87598193413092,-810.8749025944261,-561.2933526425559,186.9247878563898,False
0.1015625,101.7624738819368,-701.3414394824899,-477.91812058810046,962.0422355820651,False
0.10546875,84.16126990007945,-967.7065647822069,-621.2069352827262,934.9014234668153,False
0.109375,-43.413282300452266,-999.7633498158843,-777.5671501611967,-6.622265959234824,False
0.11328125,-117.67291655526188,-1000.0,-794.8145384690307,-616.0806834111257,False
0.1171875,-33.16919419806564,-953.3742436743674,-597.7337805395123,128.32333851874773,False
0.12109375,99.5700427247586,-690.0142515336604,-485.3074852841187,912.4159757555617,False
0.125,127.85484734996639,-895.439388072557,-710.3295879041129,977.8592816586964,False
0.12890625,11.875004774783037,-999.8601585418959,-742.6331066266349,196.36492186545036,False
0.1328125,-82.51953125,-971.19140625,-739.2578125,-644.04296875,False
0.13671875,-16.445037741319965,-999.8275158541604,-732.2371144024993,-103.2774326081263,False
0.140625,105.67408826885664,-865.2570279762796,-588.0886558571535,844.4627649375187,False
0.14453125,121.82972311988144,-679.438674119148,-574.8895473314692,-965.4867342202972,False
0.1484375,-19.71029342113306,-920.9011529918872,-696.3019237857513,223.68473509212845,False
0.15234375,-113.89489914703276,-998.9200037625291,-792.0895035467088,-671.2456835961374,False
0.15625,-54.029922849055744,-981.6868568367254,-756.8307449234507,-288.4281103891639,False
0.16015625,68.38041260198312,-999.7822831999022,-682.0346697293437,769.2424828022827,False
0.1640625,93.0182048152732,-986.4701747952573,-681.6355517930265,-957.8106736454895,False
0.16796875,-35.92222759617735,-987.2957950100837,-797.761026210047,302.21786457060125,False
0.171875,-158.71668275768548,-999.9014604151388,-830.8045485538137,-682.6336903438607,False
0.17578125,-94.17301593440594,-987.3861572355153,-720.9261372100751,-445.9151969884488,False
0.1796875,46.63887156809571,-855.1739848476747,-622.0883660449642,680.2323589710782,False
0.18359375,81.89988378178096,-920.6468064341157,-742.2169246004462,-977.072506512804,False
0.1875,-60.891333949349246,-998.3347538872729,-833.9741542745007,407.58724575286396,False
0.19140625,-182.13800762390758,-986.1254180067072,-757.9527805204577,-570.0817130301594,False
0.1953125,-157.74128411105,-999.7334477371348,-757.7849256279794,-581.2385166468035,False
0.19921875,-31.54070683477967,-987.0476408283934,-757.3327829936442,500.70716183233503,False
0.203125,30.74975195002139,-862.3997952095557,-640.5935759591584,-944.1574202993218,False
0.20703125,-64.46762840346534,-944.0507038985148,-690.6230662128713,494.54913753094047,False
0.2109375,-168.0291771546324,-999.2580440628246,-813.7470374281917,-549.7862460276233,False
0.21484375,-152.55264675773134,-998.553061686377,-854.0147091966141,-711.0762074471336,False
0.21875,-65.41458817148445,-825.6427121688413,-629.442246321732,310.9417254247387,False
