time_s,TP9,AF7,AF8,TP10,is_gap
0.0,17.08984375,-4.39453125,-24.90234375,24.4140625,False
0.00390625,-33.248073892153265,-24.440750904716,-36.1328125,-26.925701393989474,False
0.0078125,-48.60575782732448,-33.64137363614801,-36.08833906546489,-51.002690642789375,False
0.01171875,-9.468537675215767,-24.898159421481914,-28.37470877073514,-4.059784968552978,False
0.015625,24.812918671956297,-24.548200117065555,-34.695914086888656,34.41646071800208,False
0.01953125,16.411444544974596,-36.1607877249495,-36.94152365030299,12.114826582297852,False
0.0234375,-30.75212526969335,-37.98516112743298,-25.34863484476374,-28.209942647126333,False
0.02734375,-57.450651224980106,-32.07996156156271,-23.05672610485401,-49.38443147647977,False
0.03125,-24.13867390738814,-24.891165615244535,-28.230887421956297,-27.37779250130073,False
0.03515625,29.271709252769785,-24.237902269388506,-24.65313709868703,33.49008027215829,False
0.0390625,26.963514089949197,-17.787939187121257,-33.62146818762625,24.38223171520169,False
0.04296875,-20.19613811989241,-25.242380871891353,-31.235215777309072,-27.09161441185549,False
0.046875,-56.882598229246284,-36.06018321182903,-30.764876545137867,-50.138236788244456,False
0.05078125,-31.837742628381687,-35.16007543763006,-25.411664906965356,-29.379121909046393,False
0.0546875,33.623321247398536,-25.888560093652444,-9.294110952133195,27.284810744016646,False
0.05859375,39.94312182469242,-14.667266978331394,-21.006853451903655,32.150347944849116,False
0.0625,-12.414142834190232,-25.001297062446444,-26.83245635175664,-9.426924338581834,False
0.06640625,-56.00529449065006,-45.81388417587378,-21.957951324065007,-40.85754704619881,False
0.0703125,-36.123158656347556,-34.44440605489074,-20.10590774583767,-19.4911103342872,False
0.07421875,11.483395927056556,-13.430035614824336,-28.43056280794773,31.105440298307627,False
0.078125,29.644592699853096,-32.0841458900808,-36.52676702997796,55.76024227979433,False
0.08203125,-9.789714777039848,-52.777921904648956,-30.8543717386148,0.7115749525616699,False
0.0859375,-61.18201719151671,-29.614446095758353,-35.548506788239074,-62.86840757551414,False
0.08984375,-44.34325235918608,-21.97265625,-31.064306251843114,-34.240222279563554,False
0.09375,18.882934606310826,-21.97265625,-23.51491079327632,22.852080875847832,False
0.09765625,36.978114671318394,-18.58021034168809,-27.7992161678296,37.00728363324764,False
0.1015625,-9.064391316490173,-29.247559699608253,-34.150546640677604,-6.634193089306478,False
0.10546875,-48.76033887800698,-34.17131884296383,-25.405688582665114,-47.29382139659974,False
0.109375,-46.32646441933954,-33.19666917885781,-20.508350485095182,-26.295097497245518,False
0.11328125,8.394026292232832,-27.35929084037214,-21.005806775232585,39.056672184860446,False
0.1171875,31.50605101724613,-31.286493322289893,-23.490581196058027,37.275851498898206,False
0.12109375,-2.852247534354533,-36.635260690839814,-31.22166611832038,-9.921461349237926,False
0.125,-45.05666190399682,-37.908263853822376,-28.283552435273595,-25.8666528950912,False
0.12890625,-54.95138168918712,-23.745735571478853,-25.43563641963029,-24.527248586414274,False
0.1328125,-8.083926754345697,-12.296092219824947,-28.13328446336761,0.46467112712694336,False
0.13671875,55.70572393494446,-17.03029444132593,-18.00685694132593,51.28141803060742,False
0.140625,34.43415692950839,-14.194085507267786,-15.170648007267786,28.591746558142283,False
0.14453125,-45.16809284522863,-23.352886899752097,-34.489835907372836,-41.834737195476535,False
0.1484375,-70.64378887600992,-33.14155936314114,-50.67966669918289,-54.12533998576937,False
0.15234375,-6.5685887957550335,-30.770087407036176,-37.64284699799535,3.2204684439462596,False
0.15625,50.74628310916269,-30.27373636231485,-27.350026108611825,45.87243647860815,False
0.16015625,25.756163497291592,-39.064711581129885,-29.771886763220714,22.837533902940997,False
0.1640625,-28.44682866155047,-40.07875384480015,-23.876167068999816,-26.43416664435025,False
0.16796875,-52.8185944003244,-47.74666182748806,-14.05137036739503,-39.17391587097564,False
0.171875,-1.8364718985278814,-34.352350827492806,-0.5777063280437045,8.285926883760789,False
0.17578125,53.57764490757743,-5.504386342422573,-8.835714907347901,51.46456879667034,False
0.1796875,42.76352124839332,-15.426137015699595,-12.247228231347167,29.14792202227935,False
0.18359375,-28.534561901248665,-32.84257659568158,-14.922150740746233,-38.441764712970105,False
0.1875,-65.0750767903221,-39.48630657551311,-29.158714983242376,-56.949298228215085,False
0.19140625,-33.42601651441425,-28.882890921471414,-23.962929835735707,-17.366769570938914,False
0.1953125,30.503306575947235,-22.48658145620371,-14.1996084903134,37.863032342229296,False
0.19921875,31.2494022753703,-30.75155743129514,-23.91382675740605,18.0909129598176,False
0.203125,-37.647685801505695,-42.97681928250092,-38.567763323999266,-51.2888975280022,False
0.20703125,-67.72492019180744,-47.797020127540094,-34.62651654693047,-62.818109047925084,False
0.2109375,-34.757901925078045,-35.66942800468262,-25.355058207596255,-24.479098920395423,False
0.21484375,19.65031674623577,-38.99800551245563,-20.428434669176152,33.33707508951524,False
0.21875,30.616411892520503,-32.49308791238218,-12.79668659719672,45.6327489020994,False
0.22265625,-18.20272569550713,-15.879466950021424,-20.608057056069047,-12.13515046367142,False
0.2265625,-56.645795318046886,-31.81120365482311,-26.700508639750886,-37.411405255386214,False
0.23046875,-30.128359170484295,-35.53236716704843,-18.717835257020468,-0.9742384578772014,False
0.234375,22.227661771924083,-30.29676507280759,-26.33325648500714,44.71828891004284,False
0.23828125,37.57356647296015,-14.185800206203709,-34.65475822710718,51.74693324585297,False
0.2421875,-6.904675832415228,-29.809662959817604,-38.57063240222181,1.403875837770841,False
0.24609375,-62.82061949136981,-49.7100079186559,-35.61888886338597,-48.21163181692986,False
0.25,-20.975560652200528,-26.316975557782946,-29.31361231407235,-16.142960094417578,False
0.25390625,52.734375,-19.285316201110906,-31.80480800128535,50.34999167967315,False
0.2578125,52.09107386728792,-43.988199242180805,-38.5864721049088,55.47840923001591,False
0.26171875,0.6846458097416905,-46.89066134388199,-39.43825270092428,1.683714019556834,False
0.265625,-49.17390869828008,-16.503595433192558,-32.27999908189497,-46.581098799577674,False
0.26953125,-40.19823656888848,-11.302434795415596,-35.02259877279961,-29.713070659658463,False
0.2734375,21.253818498653363,-14.660093843728959,-28.62209225033666,19.684067655092733,False
0.27734375,50.76529328671954,-15.162167960596936,-21.059716776492337,45.23675802447969,False
0.28125,13.480722663422696,-16.139700678632636,-23.446824504223283,20.324430583608766,False
0.28515625,-46.34864369108826,-24.475568364395887,-26.40526255891174,-37.18552511782348,False
0.2890625,-39.59148629728241,-34.53886022998531,-32.73205821933529,-49.4302727919574,False
0.29296875,10.957979299289955,-19.93435027659607,-34.736113528723145,-7.028924708866377,False
0.296875,28.999387451799485,-12.829890200376424,-40.29360353355674,17.85391514414249,False
0.30078125,8.095522612161831,-22.35325740795997,-24.23644862628535,2.868211521835598,False
0.3046875,-31.476149113646102,-43.807656517780636,-14.386305363646102,-28.457968482219364,False
0.30859375,-41.52778681061395,-36.40326956257269,-25.54753731942829,-34.192360037797634,False
0.3125,0.27202447897539495,-6.448552167492961,-32.17611454125352,8.134972437721876,False
0.31640625,46.64995667691884,-10.589588402038194,-30.077622911311053,56.233753844564816,False
0.3203125,20.279601236381442,-22.233802140714896,-23.775453505631045,23.175278204951645,False
0.32421875,-46.858646082535884,-29.946359150717704,-34.26145708732057,-60.09130158492823,False
0.328125,-45.65032200621251,-20.527896047557842,-36.54075955976864,-60.13139660989717,False
0.33203125,7.872929960062431,-22.077556922511935,-30.8504808575101,5.318553755049578,False
0.3359375,40.083473439986534,-28.169207713612437,-36.02892795935855,30.910014230627983,False
0.33984375,16.474605788652223,-20.691732368557965,-30.5237048024544,12.61163105184233,False
0.34375,-32.48262773136247,-29.15001405848329,-20.09269274467499,-34.704011545170765,False
0.34765625,-41.29995012280406,-42.41262285188529,-23.17989480359001,-54.008831802427004,False
0.3515625,1.392489183575101,-39.08079037366875,-31.02540497039111,-11.656347548659566,False
0.35546875,45.13224418342208,-8.34767274719978,-23.713260257911006,36.49031160102216,False
0.359375,35.2839538671349,3.455236880661648,-17.40089964729465,31.42109867525095,False
