time_s,TP9,AF7,AF8,TP10,is_gap
0.0,-41.50390625,-44.921875,-18.06640625,-53.22265625,False
0.00390625,-37.1082423043465,-42.481124521167814,-19.04499567906416,-30.757068736264575,False
0.0078125,-27.830988041371626,-47.85290376823648,-35.64438222019594,7.320194945290563,False
0.01171875,-24.419695826593212,-52.246719675177026,-35.15395494101758,-5.873562637345867,False
0.015625,-37.60785051088151,-53.71308366018558,-29.78944857037116,-39.07001156064953,False
0.01953125,-56.145190319405444,-57.61289544164327,-37.59980227917837,-52.711126350567696,False
0.0234375,-46.362933593273105,-51.75155324822976,-40.51983264787572,-20.966883908405567,False
0.02734375,-18.552779802057263,-44.430732203085896,-31.73112738271473,13.182162976542946,False
0.03125,-16.625347656726895,-41.50843675604322,-24.42142457232023,11.667781807013796,False
0.03515625,-37.120641653186425,-45.410782175177026,-30.76860392694726,-32.25973653438225,False
0.0390625,-45.8840403420884,-45.88883939472559,-36.12321439472559,-58.066390749954216,False
0.04296875,-35.62440821610376,-39.07410944263245,-29.30229273989514,-30.24712276336646,False
0.046875,-22.950470676774923,-46.38671875,-32.72089472941212,-13.669371146450155,False
0.05078125,-25.88069460764864,-46.38344009431083,-46.87172134431083,-7.820547609418874,False
0.0546875,-28.810024436118912,-41.01777102917837,-41.49603747634599,-21.01361965495666,False
0.05859375,-30.767561074949636,-43.94739904462487,-30.760884132150053,-44.90643456977596,False
0.0625,-37.57384128731229,-46.38469194466487,-29.78566295133378,-26.83317389131364,False
0.06640625,-14.637111234891954,-44.42793061744598,-30.279100632554023,-5.352971725827127,False
0.0703125,-4.913484705985593,-39.565804371299066,-35.16313559726207,10.220730190464563,False
0.07421875,-28.825761983426933,-51.26452384858381,-40.520190319405444,-15.685088816994263,False
0.078125,-40.51494447030277,-47.83683835535954,-35.65383070977292,-56.62435094539739,False
0.08203125,-32.681459036002074,-38.58423416419938,-41.513087046349426,-46.33831091470301,False
0.0859375,-13.17989781085948,-44.44560555220669,-46.87592398478513,-18.05069850865279,False
0.08984375,-11.207870855564025,-50.77830244855183,-47.356403629954265,-9.802960651676829,False
0.09375,0.0,-49.30981873054148,-43.93923171280752,-28.345649113301995,False
0.09765625,0.0,-42.967557761567576,-38.07759183097302,-52.731990523135146,False
0.1015625,0.0,-41.98431872634599,-31.246065613172995,-50.73797174490294,False
0.10546875,0.0,-36.13138172654295,-28.326750980556742,-18.50747197591722,False
0.109375,0.0,-35.17395474072153,-32.7212818375351,13.645317888917715,False
0.11328125,0.0,-45.89152251709193,-36.6115856485014,-2.501912350445611,False
0.1171875,0.0,-41.973706676179724,-31.237987464516817,-36.62571395595507,False
0.12109375,0.0,-32.248857358686365,-24.922611803351238,-39.02804430930289,False
0.125,0.0,-42.96660397082163,-34.67011477917837,-22.445915295751433,False
